id,name,Eng,type,Height,Weight,Generation,Status,HP,Attack,Defense,Special Attack,Special Defense,Speed,Capture Rate,Baby,Legendary,Evolution,URL
388,ハヤシガメ,ハヤシガメ: Grotle,1,1.1,97,4,405,75,89,85,55,65,36,45,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/388.png
389,ドダイトス,ドダイトス: Torterra,1,2.2,310,4,525,95,109,105,75,85,56,45,FALSE,FALSE,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/389.png
390,ヒコザル,ヒコザル: Chimchar,3,0.5,6.2,4,309,44,58,44,58,44,61,45,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/390.png
391,モウカザル,モウカザル: Monferno,3,0.9,22,4,405,64,78,52,78,52,81,45,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/391.png
392,ゴウカザル,ゴウカザル: Infernape,3,1.2,55,4,534,76,104,71,104,71,108,45,FALSE,FALSE,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/392.png
393,Piplup,Piplup: Piplup,17,0.4,5.2,4,314,53,51,53,61,56,40,45,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/393.png
394,ポッタイシ,ポッタイシ: Prinplup,17,0.8,23,4,405,64,66,68,81,76,50,45,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/394.png
395,エンペルト,エンペルト: Empoleon,17,1.7,84.5,4,530,84,86,88,111,101,60,45,FALSE,FALSE,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/395.png
396,ムックル,ムックル: Starly,13,0.3,2,4,245,40,55,30,30,30,60,255,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/396.png
397,ムクバード,ムクバード: Staravia,13,0.6,15.5,4,340,55,75,50,40,40,80,120,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/397.png
398,ムクホーク,ムクホーク: Staraptor,13,1.2,24.9,4,485,85,120,70,50,60,100,45,FALSE,FALSE,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/398.png
399,ビッパ,ビッパ: Bidoof,13,0.5,20,4,250,59,45,40,35,40,31,255,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/399.png
400,ビーダル,ビーダル: Bibarel,13,1,31.5,4,410,79,85,60,55,60,71,127,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/400.png
401,コロボーシ,コロボーシ: Kricketot,18,0.3,2.2,4,194,37,25,41,25,41,25,255,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/401.png
402,コロトック,コロトック: Kricketune,18,1,25.5,4,384,77,85,51,55,51,65,45,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/402.png
403,コリンク,コリンク: Shinx,2,0.5,9.5,4,263,45,65,34,40,34,45,235,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/403.png
404,ルクシオ,ルクシオ: Luxio,2,0.9,30.5,4,363,60,85,49,60,49,60,120,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/404.png
405,レントラー,レントラー: Luxray,2,1.4,42,4,523,80,120,79,95,79,70,45,FALSE,FALSE,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/405.png
406,スボミー,スボミー: Budew,1,0.2,1.2,4,280,40,30,35,50,70,55,255,TRUE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/406.png
407,ロズレイド,ロズレイド: Roserade,1,0.9,14.5,4,515,60,70,65,125,105,90,75,FALSE,FALSE,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/407.png
408,ズガイドス,ズガイドス: Cranidos,5,0.9,31.5,4,350,67,125,40,30,30,58,45,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/408.png
409,ラムパルド,ラムパルド: Rampardos,5,1.6,102.5,4,495,97,165,60,65,50,58,45,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/409.png
410,タテトプス,タテトプス: Shieldon,5,0.5,57,4,350,30,42,118,42,88,30,45,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/410.png
411,トリデプス,トリデプス: Bastiodon,5,1.3,149.5,4,495,60,52,168,47,138,30,45,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/411.png
412,ミノムッチ,ミノムッチ: Burmy,18,0.2,3.4,4,224,40,29,45,29,45,36,120,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/412.png
413,ミノマダム,ミノマダム: Wormadam,18,0.5,6.5,4,424,60,59,85,79,105,36,45,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/413.png
414,ガーメイル,ガーメイル: Mothim,18,0.9,23.3,4,424,70,94,50,94,50,66,45,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/414.png
415,ミツハニー,ミツハニー: Combee,18,0.3,5.5,4,244,30,30,42,30,42,70,120,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/415.png
416,ビークイン,ビークイン: Vespiquen,18,1.2,38.5,4,474,70,80,102,80,102,40,45,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/416.png
417,パチリス,パチリス: Pachirisu,2,0.4,3.9,4,405,60,45,70,45,90,95,200,FALSE,FALSE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/417.png
418,ブイゼル,ブイゼル: Buizel,17,0.7,29.5,4,330,55,65,35,60,30,85,190,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/418.png
419,フローゼル,フローゼル: Floatzel,17,1.1,33.5,4,495,85,105,55,85,50,115,75,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/419.png
420,チェリンボ,チェリンボ: Cherubi,1,0.4,3.3,4,275,45,35,45,62,53,35,190,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/420.png
421,チェリム,チェリム: Cherrim,1,0.5,9.3,4,450,70,60,70,87,78,85,75,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/421.png
422,カラナクシ,カラナクシ: Shellos,17,0.3,6.3,4,325,76,48,48,57,62,34,190,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/422.png
423,トリトドン,トリトドン: Gastrodon,17,0.9,29.9,4,475,111,83,68,92,82,39,75,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/423.png
424,エテボース,エテボース: Ambipom,13,1.2,20.3,4,482,75,100,66,60,66,115,45,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/424.png
425,フワンテ,フワンテ: Drifloon,8,0.4,1.2,4,348,90,50,34,60,44,70,125,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/425.png
426,フワライド,フワライド: Drifblim,8,1.2,15,4,498,150,80,44,90,54,80,60,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/426.png
427,ミミロル,ミミロル: Buneary,13,0.4,5.5,4,350,55,66,44,44,56,85,190,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/427.png
428,ミミロップ,ミミロップ: Lopunny,13,1.2,33.3,4,480,65,76,84,54,96,105,60,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/428.png
429,ムウマージ,ムウマージ: Mismagius,8,0.9,4.4,4,495,60,60,60,105,105,105,45,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/429.png
430,ドンカラス,ドンカラス: Honchkrow,4,0.9,27.3,4,505,100,125,52,105,52,71,30,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/430.png
431,ニャルマー,ニャルマー: Glameow,13,0.5,3.9,4,310,49,55,42,42,37,85,190,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/431.png
432,ブニャット,ブニャット: Purugly,13,1,43.8,4,452,71,82,64,64,59,112,75,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/432.png
433,リーシャン,リーシャン: Chingling,6,0.2,0.6,4,285,45,30,50,65,50,45,120,TRUE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/433.png
434,スカンプー,スカンプー: Stunky,11,0.4,19.2,4,329,63,63,47,41,41,74,225,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/434.png
435,スカタンク,スカタンク: Skuntank,11,1,38,4,479,103,93,67,71,61,84,60,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/435.png
436,ドーミラー,ドーミラー: Bronzor,14,0.5,60.5,4,300,57,24,86,24,86,23,255,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/436.png
437,ドータクン,ドータクン: Bronzong,14,1.3,187,4,500,67,89,116,79,116,33,90,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/437.png
438,ウソハチ,ウソハチ: Bonsly,5,0.5,15,4,290,50,80,95,10,45,10,255,TRUE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/438.png
439,マネネ,マネネ: Mime Jr.,6,0.6,13,4,310,20,25,45,70,90,60,145,TRUE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/439.png
440,ピンプク,ピンプク: Happiny,13,0.6,24.4,4,220,100,5,5,15,65,30,130,TRUE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/440.png
441,ペラップ,ペラップ: Chatot,13,0.5,1.9,4,411,76,65,45,92,42,91,30,FALSE,FALSE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/441.png
442,ミカルゲ,ミカルゲ: Spiritomb,8,1,108,4,485,50,92,108,92,108,35,100,FALSE,FALSE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/442.png
443,フカマル,フカマル: Gible,12,0.7,20.5,4,300,58,70,45,40,45,42,45,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/443.png
444,ガバイト,ガバイト: Gabite,12,1.4,56,4,410,68,90,65,50,55,82,45,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/444.png
445,ガブリアス,ガブリアス: Garchomp,12,1.9,95,4,600,108,130,95,80,85,102,45,FALSE,FALSE,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/445.png
446,ゴンベ,ゴンベ: Munchlax,13,0.6,105,4,390,135,85,40,40,85,5,50,TRUE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/446.png
447,リオル,リオル: Riolu,7,0.7,20.2,4,285,40,70,40,35,40,60,75,TRUE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/447.png
448,ルカリオ,ルカリオ: Lucario,7,1.2,54,4,525,70,110,70,115,70,90,45,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/448.png
449,ヒポポタス,ヒポポタス: Hippopotas,10,0.8,49.5,4,330,68,72,78,38,42,32,140,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/449.png
450,カバルドン,カバルドン: Hippowdon,10,2,300,4,525,108,112,118,68,72,47,60,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/450.png
451,スコルピ,スコルピ: Skorupi,11,0.8,12,4,330,40,50,90,30,55,65,120,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/451.png
452,ドラピオン,ドラピオン: Drapion,11,1.3,61.5,4,500,70,90,110,60,75,95,45,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/452.png
453,グレッグル,グレッグル: Croagunk,11,0.7,23,4,300,48,61,40,61,40,50,140,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/453.png
454,ドクロッグ,ドクロッグ: Toxicroak,11,1.3,44.4,4,490,83,106,65,86,65,85,75,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/454.png
455,マスキッパ,マスキッパ: Carnivine,1,1.4,27,4,454,74,100,72,90,72,46,200,FALSE,FALSE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/455.png
456,ケイコウオ,ケイコウオ: Finneon,17,0.4,7,4,330,49,49,56,49,61,66,190,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/456.png
457,ネオラント,ネオラント: Lumineon,17,1.2,24,4,460,69,69,76,69,86,91,75,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/457.png
458,タマンタ,タマンタ: Mantyke,17,1,65,4,345,45,20,50,60,120,50,25,TRUE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/458.png
459,ユキカブリ,ユキカブリ: Snover,1,1,50.5,4,334,60,62,50,62,60,40,120,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/459.png
460,ユキノオー,ユキノオー: Abomasnow,1,2.2,135.5,4,494,90,92,75,92,85,60,60,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/460.png
461,マニューラ,マニューラ: Weavile,4,1.1,34,4,510,70,120,65,45,85,125,45,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/461.png
462,ジバコイル,ジバコイル: Magnezone,2,1.2,180,4,535,70,70,115,130,90,60,30,FALSE,FALSE,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/462.png
463,ベロベルト,ベロベルト: Lickilicky,13,1.7,140,4,515,110,85,95,80,95,50,30,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/463.png
464,ドサイドン,ドサイドン: Rhyperior,10,2.4,282.8,4,535,115,140,130,55,55,40,30,FALSE,FALSE,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/464.png
465,モジャンボ,モジャンボ: Tangrowth,1,2,128.6,4,535,100,100,125,110,50,50,30,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/465.png
466,エレキブル,エレキブル: Electivire,2,1.8,138.6,4,540,75,123,67,95,85,95,30,FALSE,FALSE,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/466.png
467,ブーバーン,ブーバーン: Magmortar,3,1.6,68,4,540,75,95,67,125,95,83,30,FALSE,FALSE,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/467.png
468,トゲキッス,トゲキッス: Togekiss,16,1.5,38,4,545,85,50,95,120,115,80,30,FALSE,FALSE,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/468.png
469,メガヤンマ,メガヤンマ: Yanmega,18,1.9,51.5,4,515,86,76,86,116,56,95,30,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/469.png
470,リーフィア,リーフィア: Leafeon,1,1,25.5,4,525,65,110,130,60,65,95,45,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/470.png
471,グレイシア,グレイシア: Glaceon,9,0.8,25.9,4,525,65,60,110,130,95,65,45,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/471.png
472,グライオン,グライオン: Gliscor,10,2,42.5,4,510,75,95,125,45,75,95,30,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/472.png
473,マンムー,マンムー: Mamoswine,9,2.5,291,4,530,110,130,80,70,60,80,50,FALSE,FALSE,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/473.png
474,ポリゴンＺ,ポリゴンＺ: Porygon-Z,13,0.9,34,4,535,85,80,70,135,75,90,30,FALSE,FALSE,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/474.png
475,エルレイド,エルレイド: Gallade,6,1.6,52,4,518,68,125,65,65,115,80,45,FALSE,FALSE,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/475.png
476,ダイノーズ,ダイノーズ: Probopass,5,1.4,340,4,525,60,55,145,75,150,40,60,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/476.png
477,ヨノワール,ヨノワール: Dusknoir,8,2.2,106.6,4,525,45,100,135,65,135,45,45,FALSE,FALSE,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/477.png
478,ユキメノコ,ユキメノコ: Froslass,9,1.3,26.6,4,480,70,80,70,80,70,110,75,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/478.png
479,ロトム,ロトム: Rotom,2,0.3,0.3,4,440,50,50,77,95,77,91,45,FALSE,FALSE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/479.png
480,ユクシー,ユクシー: Uxie,6,0.3,0.3,4,580,75,75,130,75,130,95,3,FALSE,TRUE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/480.png
481,エムリット,エムリット: Mesprit,6,0.3,0.3,4,580,80,105,105,105,105,80,3,FALSE,TRUE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/481.png
482,アグノム,アグノム: Azelf,6,0.3,0.3,4,580,75,125,70,125,70,115,3,FALSE,TRUE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/482.png
483,ディアルガ,ディアルガ: Dialga,14,5.4,683,4,680,100,120,120,150,100,90,3,FALSE,TRUE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/483.png
484,パルキア,パルキア: Palkia,17,4.2,336,4,680,90,120,100,150,120,100,3,FALSE,TRUE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/484.png
485,ヒードラン,ヒードラン: Heatran,3,1.7,430,4,600,91,90,106,130,106,77,3,FALSE,TRUE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/485.png
486,レジギガス,レジギガス: Regigigas,13,3.7,420,4,670,110,160,110,80,110,100,3,FALSE,TRUE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/486.png
487,ギラティナ,ギラティナ: Giratina,8,4.5,750,4,680,150,100,120,100,120,90,3,FALSE,TRUE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/487.png
488,クレセリア,クレセリア: Cresselia,6,1.5,85.6,4,600,120,70,120,75,130,85,3,FALSE,TRUE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/488.png
489,フィオネ,フィオネ: Phione,17,0.4,3.1,4,480,80,80,80,80,80,80,30,FALSE,FALSE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/489.png
490,マナフィ,マナフィ: Manaphy,17,0.3,1.4,4,600,100,100,100,100,100,100,3,FALSE,FALSE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/490.png
491,ダークライ,ダークライ: Darkrai,4,1.5,50.5,4,600,70,90,90,135,90,125,3,FALSE,FALSE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/491.png
492,シェイミ,シェイミ: Shaymin,1,0.2,2.1,4,600,100,100,100,100,100,100,45,FALSE,FALSE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/492.png
493,アルセウス,アルセウス: Arceus,13,3.2,320,4,720,120,120,120,120,120,120,3,FALSE,FALSE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/493.png
494,ビクティニ,ビクティニ: Victini,6,0.4,4,5,600,100,100,100,100,100,100,3,FALSE,FALSE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/494.png
495,ツタージャ,ツタージャ: Snivy,1,0.6,8.1,5,308,45,45,55,45,55,63,45,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/495.png
496,ジャノビー,ジャノビー: Servine,1,0.8,16,5,413,60,60,75,60,75,83,45,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/496.png
497,ジャローダ,ジャローダ: Serperior,1,3.3,63,5,528,75,75,95,75,95,113,45,FALSE,FALSE,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/497.png
498,ポカブ,ポカブ: Tepig,3,0.5,9.9,5,308,65,63,45,45,45,45,45,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/498.png
499,チャオブー,チャオブー: Pignite,3,1,55.5,5,418,90,93,55,70,55,55,45,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/499.png
500,エンブオー,エンブオー: Emboar,3,1.6,150,5,528,110,123,65,100,65,65,45,FALSE,FALSE,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/500.png
501,ミジュマル,ミジュマル: Oshawott,17,0.5,5.9,5,308,55,55,45,63,45,45,45,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/501.png
502,フタチマル,フタチマル: Dewott,17,0.8,24.5,5,413,75,75,60,83,60,60,45,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/502.png
503,ダイケンキ,ダイケンキ: Samurott,17,1.5,94.6,5,528,95,100,85,108,70,70,45,FALSE,FALSE,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/503.png
504,ミネズミ,ミネズミ: Patrat,13,0.5,11.6,5,255,45,55,39,35,39,42,255,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/504.png
505,ミルホッグ,ミルホッグ: Watchog,13,1.1,27,5,420,60,85,69,60,69,77,255,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/505.png
506,ヨーテリー,ヨーテリー: Lillipup,13,0.4,4.1,5,275,45,60,45,25,45,55,255,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/506.png
507,ハーデリア,ハーデリア: Herdier,13,0.9,14.7,5,370,65,80,65,35,65,60,120,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/507.png
508,ムーランド,ムーランド: Stoutland,13,1.2,61,5,500,85,110,90,45,90,80,45,FALSE,FALSE,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/508.png
509,チョロネコ,チョロネコ: Purrloin,4,0.4,10.1,5,281,41,50,37,50,37,66,255,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/509.png
510,酷豹,酷豹: Liepard,4,1.1,37.5,5,446,64,88,50,88,50,106,90,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/510.png
511,ヤナップ,ヤナップ: Pansage,1,0.6,10.5,5,316,50,53,48,53,48,64,190,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/511.png
512,ヤナッキー,ヤナッキー: Simisage,1,1.1,30.5,5,498,75,98,63,98,63,101,75,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/512.png
513,バオップ,バオップ: Pansear,3,0.6,11,5,316,50,53,48,53,48,64,190,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/513.png
514,バオッキー,バオッキー: Simisear,3,1,28,5,498,75,98,63,98,63,101,75,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/514.png
515,ヒヤップ,ヒヤップ: Panpour,17,0.6,13.5,5,316,50,53,48,53,48,64,190,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/515.png
516,ヒヤッキー,ヒヤッキー: Simipour,17,1,29,5,498,75,98,63,98,63,101,75,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/516.png
